NAME,UNEMPL2000,UNEMPL2001,UNEMPL2002,UNEMPL2003,UNEMPL2004,UNEMPL2005,UNEMPL2006,UNEMPL2007,UNEMPL2008,UNEMPL2009,UNEMPL2010,UNEMPL2011
European Union (changing composition),10,2,8,7,9,2,9,4,9,7,10,5,10,9,2,9,8,12,8,14,2,14,7
EU (27 countries),10,8,9,6,10,1,10,2,10,6,10,4,10,9,2,9,8,12,8,14,2,14,7
Euro area (changing composition),11,9,3,9,7,10,2,10,5,10,4,10,9,3,10,1,13,4,14,8,15,4
Euro area (17 countries),11,9,5,9,9,10,3,10,6,10,5,10,1,9,4,10,2,13,4,14,8,15,4
Euro area (16 countries),11,9,5,9,9,10,3,10,6,10,5,10,1,9,4,10,2,13,4,14,8,15,4
Belgium,9,1,9,1,9,8,10,10,8,12,4,12,3,11,3,10,8,11,9,13,2,12,1
Bulgaria,23,3,30,2,27,6,23,8,19,8,17,7,18,5,16,8,13,6,14,3,21,7,25,5
Czech Republic,19,7,19,17,9,19,2,22,8,24,4,22,4,19,1,17,3,21,8,22,7,21,6
Denmark,6,3,5,1,6,6,7,7,6,6,5,5,5,4,3,3,6,7,3,9,8,9
Germany,13,8,12,9,15,17,7,20,20,1,19,8,18,16,5,16,7,15,9,13,9
Estonia,21,8,16,6,14,7,12,6,15,9,:,:,:,:,24,1,27,7,26,4
Ireland,7,1,5,6,5,9,6,2,6,4,6,5,7,6,8,2,15,3,19,4,21,7
Greece,7,9,7,6,7,4,6,9,8,4,8,3,7,2,7,6,8,8,8,11,8,17
Spain,13,8,10,3,11,1,11,2,11,3,9,3,9,9,13,2,21,9,24,7,26,4
France,13,8,11,5,11,3,10,6,11,11,1,11,10,2,9,7,11,6,12,9,12,9
Italy,9,8,9,2,9,8,9,7,8,7,7,6,9,6,3,7,4,8,4,9,1,9,4
Cyprus,6,4,9,3,4,4,5,5,8,5,5,4,8,4,4,4,8,6,3,7,2,7,4
Latvia,19,19,2,19,7,15,4,13,7,12,9,12,3,8,8,12,5,24,9,27,6,27,5
Lithuania,21,20,2,17,18,7,14,14,6,10,2,6,9,9,9,25,9,37,4,37,3
Luxembourg,3,1,1,8,3,8,3,3,5,7,5,1,4,9,4,1,4,8,5,8,4,1,6,1
Hungary,10,2,10,3,10,4,10,8,11,12,4,14,8,16,17,3,21,23,5,23,1
Malta,5,7,4,5,5,7,5,5,5,5,6,5,6,7,6,7,6,7,7,7,8,7,4
Netherlands,3,4,2,1,2,9,4,6,5,7,5,8,4,8,4,3,4,4,1,5,7,5,4
Austria,8,2,6,7,8,1,8,5,8,4,8,6,7,9,7,4,6,3,8,4,7,3,7,1
Poland,21,4,23,8,25,5,26,2,28,4,26,8,21,5,15,5,11,5,13,9,16,3,16,9
Portugal,3,4,3,5,4,5,7,6,2,7,5,7,6,8,7,6,10,1,11,8,13,3
Romania,3,9,4,5,5,3,7,2,6,3,6,9,6,6,6,5,7,5,7,6,9
Slovenia,9,8,7,9,7,8,9,9,9,8,7,7,6,5,5,9,7,8,11,2,12,7
Slovakia,37,1,38,2,42,5,44,3,48,3,49,2,44,41,5,35,9,38,3,40,8,39,2
Finland,11,9,11,1,11,11,1,12,10,7,10,1,8,9,8,1,9,8,11,6,11,3
Sweden,8,5,4,5,3,5,5,6,8,5,7,4,6,8,7,10,4,11,3,11
United Kingdom,6,7,5,8,6,1,5,1,5,2,5,6,6,6,6,9,4,10,3,10,4
Iceland,2,:,3,2,2,9,2,7,2,3,:,:,2,5,7,4,7,2,7,3
Norway,:,2,7,2,9,4,5,4,1,6,4,4,8,3,3,3,7,4,3,5,4,5,2
Switzerland,5,3,6,4,1,5,8,6,9,7,2,7,4,6,6,6,7,5,7,4,7,6
Montenegro,:,:,:,:,:,:,:,:,:,:,:,:
Croatia,:,:,13,6,13,7,13,9,12,1,12,8,11,1,9,5,9,2,11,7,15,8
Former Yugoslav Republic of Macedonia, the,:,:,:,:,:,:,39,3,41,2,40,37,5,37,9,36
Turkey,:,:,:,:,:,:,7,2,7,2,8,3,11,1,9,2,7,4
